warlock	witch
handshake	acknowledgment
marathon	footrace
pew	bench
predisposition	inclination
action	plot
press	machine
polystyrene	styrene
taste	modality
cholecystitis	inflammation
deaf	people
numeracy	skill
iceman	deliveryman
resemblance	likeness
hypermarket	supermarket
undersecretary	secretary
muscat	vinifera
frizz	condition
defeated	people
reelection	election
tooth	structure
irrationality	insanity
academy	establishment
lemon	citrus
clericalism	policy
proficiency	competence
profiling	identification
reparation	compensation
resumption	beginning
victory	success
libation	helping
mailbag	bag
dosimetry	measurement
asystole	pathology
interpreter	program
set	collection
footing	foundation
series	polynomial
sense	awareness
set	exercise
allies	alliance
string	fiber
cylinder	container
enemy	adversary
marginality	position
aria	song
variance	dispensation
thrombolysis	lysis
annals	journal
catch	touch
hemodynamics	physiology
respiration	metabolism
boo	cry
slick	magazine
saccharin	sweetening
arsonist	criminal
inclination	motion
rho	letter
seat	space
playhouse	plaything
exterminator	killer
person	organism
rollover	change
cyanogen	gas
son-in-law	in-law
discord	strife
dibs	claim
bus	car
computer	machine
debris	rubbish
alizarin	pigment
mascara	makeup
waker	attendant
slate	list
singular	form
subscriber	donor
mend	sewing
steelyard	balance
brasserie	restaurant
primate	placental
column	article
bunting	fabric
racketeering	felony
trainman	employee
days	life
barley	grain
remainder	part
oncologist	specialist
trough	receptacle
divestiture	sale
vinegar	condiment
cutworm	caterpillar
incubator	apparatus
fetish	devotion
hyperemesis	vomit
apparel	clothing
apposition	growth
explosion	effusion
tilt	partiality
span	duration
guise	semblance
parade	display
plume	adornment
formation	fabrication
amygdalin	glucoside
bereaved	person
wash	watercolor
glitter	flash
sandman	elf
hajji	pilgrim
arrogance	pride
brunt	force
ennoblement	condition
tare	counterweight
amnesty	exemption
charlatanism	dishonesty
particularity	quality
cesspool	cistern
capital	center
topiary	art
ethnicity	quality
pomp	elegance
orthogonality	opposition
separatism	disposition
bend	curve
prefix	affix
speculation	hypothesis
geek	performer
antiperspirant	toiletry
incontinence	elimination
dictate	principle
wafer	cookie
mark	impression
footwall	wall
dam	female
polonaise	dress
pallbearer	mourner
hangman	executioner
etiology	philosophy
self-organization	organization
lithograph	print
flow	motion
inevitability	certainty
content	proportion
retardation	stupidity
ballroom	room
report	document
sipper	drinker
supernumerary	actor
expansion	function
fluorescein	dye
triptych	art
mess	meal
tryst	date
odyssey	journey
cannelloni	pasta
scholasticism	traditionalism
inga	tree
broth	soup
guilt	condition
strongman	performer
accreditation	certification
afterbirth	placenta
affluence	wealth
glasswort	herb
cistern	tank
ballast	material
benevolence	kindness
paratroops	infantry
bourguignon	sauce
arum	herb
application	use
scrutiny	look
candlemaker	chandler
weighbridge	scale
distribution	arrangement
forgery	crime
last	activity
terrain	tract
rest	death
emasculation	effeminacy
suppression	prevention
crack	opening
coprolite	droppings
continuity	script
line	conformity
devotional	service
tarnish	stain
rest	support
bologna	sausage
landlubber	inhabitant
token	disk
codicil	appendix
electrocution	killing
submediant	note
permanence	duration
swimsuit	garment
doll	plaything
avail	helpfulness
pack	collection
presenter	advocate
banquet	dinner
matter	writing
geoduck	clam
paternoster	elevator
rivulet	stream
marquee	canopy
story	fiction
freeze	cooling
narthex	portico
amaranth	herb
sight	modality
undertone	meaning
triteness	unoriginality
link	instruction
shell	hull
neuritis	inflammation
ingenue	character
infiltrator	intruder
exchange	transaction
swinger	libertine
bewilderment	confusion
jerky	meat
raccoon	fur
maintenance	wrongdoing
materialization	appearance
touch	perception
aquaculture	cultivation
handout	charity
picking	output
derring-do	feat
centerfold	spread
angling	fishing
juggernaut	power
bunny	rabbit
journal	axle
plotter	clerk
facade	misrepresentation
proposer	originator
valerian	flower
monolingual	person
emeritus	retiree
brit	copepod
kiddy	child
derivation	act
housecleaning	cleaning
anatomist	expert
kale	crucifer
stretch	duration
adjournment	termination
polenta	mush
shortstop	infielder
writer	literate
methane	gas
follow-on	innings
isomorphism	similarity
antiarrhythmic	medicine
basenji	dog
prism	polyhedron
hillbilly	rustic
ebb	decline
spicebush	shrub
rodeo	pen
investigation	work
creche	representation
disposition	property
drill	baboon
forceps	extractor
piecework	employment
wistfulness	longing
keel	beam
lining	application
recall	call
bulkhead	partition
refrigeration	preservation
goosefoot	herb
puissance	power
territoriality	behavior
grease	oil
aspirate	consonant
misreading	misinterpretation
winemaking	trade
substitute	athlete
color	appearance
fair	exhibition
allowance	share
condescension	disparagement
hogfish	wrasse
1860s	decade
moorhen	gallinule
tagger	person
spatter	noise
safe	cupboard
jeweler	merchant
pontifical	vestment
circus	show
squeeze	compression
sketch	drawing
cordage	rope
topicality	interest
stranglehold	power
allusion	mention
regulator	official
wallboard	board
octroi	duty
ideologist	advocate
rocker	musician
sensation	excitement
derrick	framework
document	representation
ichthyologist	zoologist
divorcee	woman
count	number
belay	outcrop
hawkweed	herb
comber	wave
electrotherapy	therapy
madam	businesswoman
layout	order
conspiracy	agreement
salient	projection
reaction	idea
wolfsbane	aconite
primitive	person
bummer	irritation
simulator	machine
snatch	fragment
eternity	time
jealousy	envy
homophobia	bias
whiteout	snow
praline	candy
diversion	turn
caftan	dress
head	foam
retention	possession
horsemanship	skill
zabaglione	dessert
liturgics	theology
taw	marble
child	offspring
groaner	person
sensation	perception
sally	venture
site	tract
finish	taste
dyspnea	symptom
plumber	craftsman
frittata	dish
dreadnought	battleship
surge	increase
record	document
quarterback	back
ding-dong	noise
goalpost	post
imperiousness	arrogance
neckerchief	kerchief
twang	nasality
dramatization	representation
carob	foodstuff
degree	property
waitress	waiter
belly	inside
monopolization	domination
spiv	idler
syncretism	fusion
history	continuum
colliery	workplace
lawlessness	illegality
ferment	substance
felt	fabric
tossup	luck
ashcan	bin
scrap	piece
sockeye	salmon
cable	television
equation	equalization
essence	substance
portraiture	depiction
track	belt
krait	elapid
homestead	estate
metronidazole	antiprotozoal
rehearsal	exercise
fifteenth	rank
flash	insight
relief	sculpture
roundness	shape
shoemaking	trade
receivables	assets
knower	person
grassland	biome
burnup	consumption
javelin	spear
counterdemonstration	presentation
predicate	term
echinococcus	tapeworm
pledge	drink
carrier	deliveryman
mask	covering
analyzer	instrument
transom	window
dearth	lack
kauri	wood
tarragon	artemisia
deposition	accretion
ell	annex
facade	front
perceiver	person
simnel	fruitcake
elf	fairy
bloc	alliance
halter	wing
contributor	writer
front	sphere
eyeball	capsule
calvary	affliction
acetyl	acyl
ladder	stairs
beauty	appearance
ambrosia	dessert
scaling	order
rhinitis	inflammation
fascination	enchantment
bulk	magnitude
frontal	curtain
robe	garment
levity	feeling
suzerain	state
pulp	mass
homestead	dwelling
exuberance	joy
quilt	bedclothes
fluke	projection
seat	part
postage	charge
endometriosis	pathology
eurythmy	diversion
commissar	official
forewarning	warning
transgene	gene
armband	band
startle	reflex
recovery	improvement
payroll	department
fratricide	murderer
inclusion	increase
length	extent
temper	feeling
quaestor	official
dicynodont	therapsid
urbanity	courtesy
espionage	spying
dragoon	cavalryman
sexism	discrimination
works	activity
strainer	filter
modulation	transmission
tickler	file
wangle	contrivance
herbivore	animal
con	argument
change	happening
then	point
clothespin	fastener
ring	toroid
matador	bullfighter
squeal	howl
walk-through	explanation
foothill	hill
poolroom	room
boarding	departure
milkshake	drink
reversal	turning
dither	agitation
popularity	quality
errand	trip
earful	gossip
spider	program
accumulator	register
predisposition	disposition
high-low	poker
stamina	endurance
syndrome	complex
adolescent	juvenile
advance	increase
primary	election
exclamation	complaint
verge	limit
suffragist	advocate
marking	evaluation
equity	interest
fibrillation	branching
upholsterer	craftsman
stabilization	improvement
assay	appraisal
dunce	stupid
work	activity
caviar	roe
schnook	simpleton
coenzyme	molecule
porch	structure
graphologist	specialist
calceolaria	flower
book	collection
maverick	nonconformist
troop	unit
rarity	density
headhunter	savage
narrative	message
viaduct	bridge
modality	sense
incident	happening
off-season	season
quince	pome
fandom	following
abortion	termination
staining	soiling
nitrogen	gas
specialist	expert
capture	felony
concentration	assembly
horticulturist	expert
nectar	secretion
negotiation	activity
proofreader	printer
spokesman	spokesperson
fall	sin
ebb	flow
battlement	rampart
fidget	agitation
parsley	herb
buoyancy	cheerfulness
phrase	construction
darkness	value
flamen	priest
midstream	center
fudge	candy
houseboat	barge
crack	attempt
caller	bettor
parallel	figure
drawing	artwork
dislocation	injury
conchologist	collector
nutation	nod
courage	spirit
convention	treaty
motorization	implementation
footstep	step
minicab	cab
loop	program
reasonableness	wisdom
stonecrop	sedum
broadside	fire
yawn	reflex
clotheshorse	framework
ball	dance
icefall	ice
condenser	coil
doorkeeper	clergyman
mismanagement	management
landslide	slide
aponeurosis	fascia
mark	indication
gaffer	electrician
tailspin	agitation
functionality	practicality
educationist	specialist
peacekeeping	operation
spodumene	mineral
style	direction
dwarf	organism
foliation	production
fur	garment
bittern	heron
deflection	movement
jalousie	shutter
collar	hoop
sweetheart	lover
withdrawal	indifference
radome	housing
planchet	disk
troll	angling
subtlety	difficulty
safety	area
maximum	extremum
utility	quality
stave	slat
gibberish	nonsense
salmon	salmonid
race	group
landscape	painting
rumination	chew
presidium	committee
yakuza	gangster
holdover	official
parer	knife
lap	locomotion
drive	trait
weight	coefficient
panicle	raceme
default	failure
salad	dish
lamb	victim
savory	herb
isometry	elevation
ruse	maneuver
bid	attempt
preemption	right
resonator	system
mezuzah	section
inspectorate	body
bathrobe	robe
advancer	mover
phoneme	phone
pixel	component
decortication	operation
bowing	playing
scoreboard	signboard
catapult	engine
southwest	direction
deliverable	product
ascidian	tunicate
apparition	appearance
forte	part
legislation	government
barnburner	arsonist
smallholding	estate
waiter	person
beading	decoration
ivory	dentine
uke	guitar
kohlrabi	crucifer
aspic	gelatin
puncture	activity
pest	animal
diet	legislature
minocycline	tetracycline
zap	event
sabbat	assembly
shopper	customer
tenderness	compassion
ventriloquist	performer
seigniory	position
rhizome	stalk
immunofluorescence	technique
gringo	foreigner
recce	reconnaissance
remake	creation
applicant	person
townsman	peer
fabrication	construction
bend	ordinary
lodger	tenant
van	car
blackbird	thrush
dotterel	plover
king	checker
camellia	shrub
symbolist	artist
yard	enclosure
shoe	footwear
funiculus	structure
welding	fastening
turnpike	expressway
klaxon	horn
patisserie	bakery
lactate	ester
miscalculation	mistake
talk	conversation
irons	shackle
domain	set
bagman	racketeer
hangover	discomfort
enormity	enormousness
restaurateur	owner
pretext	pretense
capital	top
farthing	coin
sucking	consumption
poll	count
money	wealth
broad	woman
prize	gift
toy	replica
diazonium	cation
training	activity
legate	emissary
timid	people
dining	eating
mover	traveler
ligament	attachment
crow	cry
foam	bubble
argumentation	reasoning
phosgene	gas
slander	defamation
haziness	cloudiness
ways	structure
vibrio	eubacteria
beast	attacker
plan	idea
castle	fortification
bisection	division
tricot	knit
matter	consequence
allotment	distribution
iodine-131	iodine
safe-conduct	pass
billet	housing
handlebar	bar
hoper	person
thing	action
inhibitor	substance
anthroposophy	system
lisle	fabric
well	shaft
palliative	remedy
horsehide	leather
snood	net
interest	power
slack	stretch
pharmacology	medicine
hominid	primate
enamel	coating
arsenical	drug
game	contest
award	grant
greyhound	hound
redemption	repayment
action	work
predictor	information
moodiness	disposition
mansion	house
birthrate	rate
hubbub	noise
increase	process
filaria	nematode
defense	protection
congruity	harmony
flats	footwear
astrakhan	fur
tunic	cloak
skeleton	scandal
landscaping	gardening
okapi	giraffe
plop	noise
neutropenia	leukopenia
steward	attendant
sleekness	appearance
offensiveness	unpleasantness
georgette	fabric
voluptuary	sensualist
headshot	shot
individuality	trait
lutefisk	dish
apology	defense
lavage	irrigation
milt	semen
baldric	belt
kohl	makeup
driving	travel
student	enrollee
freeholder	landowner
system	instrumentality
actress	actor
enclosure	document
splat	slat
nincompoop	simpleton
cleavage	state
sociality	nature
explanation	statement
esplanade	promenade
toxin	poison
gateway	entrance
souse	sausage
stalker	hunter
request	message
upstroke	stroke
articulation	connection
duffel	fabric
interrogation	transmission
aquatint	engraving
mold	container
kite	hawk
neuropsychiatry	medicine
shooter	gambler
shrapnel	shell
riddle	sieve
clitoridectomy	ablation
morphogenesis	growth
thunk	sound
scratcher	person
cosmographer	scientist
self-absorption	preoccupation
cowboy	performer
impression	portrayal
squawk	noise
wailing	crying
terry	fabric
toothache	ache
grain	texture
multitude	group
bannister	barrier
derision	disrespect
conservatory	school
restlessness	nervousness
griffon	dog
hydropathy	treatment
swell	crescendo
grosgrain	fabric
shade	inferiority
molecule	unit
asana	position
tuck	position
dawn	start
mantel	shelf
borate	salt
refresher	beverage
experimenter	person
replication	repetition
peculiarity	feature
ablation	erosion
squeamishness	fastidiousness
